,Star_name,Distance,Mass,Radius,gravity
4713,SDSS J204749.61-071818.3,65.0,0.043911048,0.0986524799999999,1237.4702484573404
4714,2MASS J06411840-4322329 [de],65.0,0.063957396,0.10379063,1628.363862996061
4715,SDSSp J132629.82-003831.5 [de],65.0,0.048683988,0.0996801099999999,1343.8354958456177
4716,SDSS J204749.61-071818.3,65.0,0.043911048,0.0986524799999999,1237.4702484573404
4717,2MASS J06411840-4322329 [de],65.0,0.063957396,0.10379063,1628.363862996061
4718,SDSSp J132629.82-003831.5 [de],65.0,0.048683988,0.0996801099999999,1343.8354958456177
4719,SDSS J204749.61-071818.3,65.0,0.043911048,0.0986524799999999,1237.4702484573404
4720,2MASSI J1526140+204341 [de],67.0,0.051547752,0.1007077399999999,1393.9943359838155
4721,2MASS J23515044-2537367,67.0,0.084003744,0.1192050799999999,1621.384789169355
4722,2MASSI J1526140+204341 [de],67.0,0.051547752,0.1007077399999999,1393.9943359838155
4723,2MASS J23515044-2537367,67.0,0.084003744,0.1192050799999999,1621.384789169355
4724,2MASSI J1526140+204341 [de],67.0,0.051547752,0.1007077399999999,1393.9943359838155
4725,2MASS J23515044-2537367,67.0,0.084003744,0.1192050799999999,1621.384789169355
4726,2MASSI J1526140+204341 [de],67.0,0.051547752,0.1007077399999999,1393.9943359838155
